"COU","Country","IND","Indicator","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"GRC","Greece","HPI_RPI_AVG","Standardised price-rent ratio","2018-Q3","Q3-2018","1","RATIOS","0","Units",,,91.5231161408386,,
"GRC","Greece","HPI_RPI_AVG","Standardised price-rent ratio","2018-Q4","Q4-2018","1","RATIOS","0","Units",,,92.5145431822951,,
"GRC","Greece","HPI_RPI_AVG","Standardised price-rent ratio","2019","2019","1","RATIOS","0","Units",,,97.7791978533466,,
"GRC","Greece","HPI_RPI_AVG","Standardised price-rent ratio","2019-Q1","Q1-2019","1","RATIOS","0","Units",,,94.8209455463783,,
"GRC","Greece","HPI_RPI_AVG","Standardised price-rent ratio","2019-Q2","Q2-2019","1","RATIOS","0","Units",,,97.4515458308331,,
"GRC","Greece","HPI_RPI_AVG","Standardised price-rent ratio","2019-Q3","Q3-2019","1","RATIOS","0","Units",,,99.180795321643,,
"GRC","Greece","HPI_RPI_AVG","Standardised price-rent ratio","2019-Q4","Q4-2019","1","RATIOS","0","Units",,,99.6635047145319,,
"GRC","Greece","HPI_RPI_AVG","Standardised price-rent ratio","2020-Q1","Q1-2020","1","RATIOS","0","Units",,,101.49559003007,,
"GRC","Greece","HPI_RPI_AVG","Standardised price-rent ratio","2020-Q2","Q2-2020","1","RATIOS","0","Units",,,97.4244766696675,,
"ITA","Italy","HPI_RPI","Price to rent ratio","2005","2005","IDX","Index","0","Units",,,128.575799100386,,
"ITA","Italy","HPI_RPI","Price to rent ratio","2005-Q1","Q1-2005","IDX","Index","0","Units",,,126.607393722577,,
"ITA","Italy","HPI_RPI","Price to rent ratio","2005-Q2","Q2-2005","IDX","Index","0","Units",,,127.867311651354,,
"ITA","Italy","HPI_RPI","Price to rent ratio","2005-Q3","Q3-2005","IDX","Index","0","Units",,,129.017843575424,,
"ITA","Italy","HPI_RPI","Price to rent ratio","2005-Q4","Q4-2005","IDX","Index","0","Units",,,130.810647452189,,
"ITA","Italy","HPI_RPI","Price to rent ratio","2006","2006","IDX","Index","0","Units",,,133.536705177282,,
"ITA","Italy","HPI_RPI","Price to rent ratio","2006-Q1","Q1-2006","IDX","Index","0","Units",,,132.015873628698,,
"ITA","Italy","HPI_RPI","Price to rent ratio","2006-Q2","Q2-2006","IDX","Index","0","Units",,,133.142866197241,,
"ITA","Italy","HPI_RPI","Price to rent ratio","2006-Q3","Q3-2006","IDX","Index","0","Units",,,134.034546317963,,
"ITA","Italy","HPI_RPI","Price to rent ratio","2006-Q4","Q4-2006","IDX","Index","0","Units",,,134.953534565226,,
"ITA","Italy","HPI_RPI","Price to rent ratio","2007","2007","IDX","Index","0","Units",,,137.319994171907,,
"ITA","Italy","HPI_RPI","Price to rent ratio","2007-Q1","Q1-2007","IDX","Index","0","Units",,,136.077172186209,,
"ITA","Italy","HPI_RPI","Price to rent ratio","2007-Q2","Q2-2007","IDX","Index","0","Units",,,136.948629044458,,
"ITA","Italy","HPI_RPI","Price to rent ratio","2007-Q3","Q3-2007","IDX","Index","0","Units",,,137.730209527146,,
"ITA","Italy","HPI_RPI","Price to rent ratio","2007-Q4","Q4-2007","IDX","Index","0","Units",,,138.523965929814,,
"ITA","Italy","HPI_RPI","Price to rent ratio","2008","2008","IDX","Index","0","Units",,,136.319053302597,,
"ITA","Italy","HPI_RPI","Price to rent ratio","2008-Q1","Q1-2008","IDX","Index","0","Units",,,139.352307623701,,
"ITA","Italy","HPI_RPI","Price to rent ratio","2008-Q2","Q2-2008","IDX","Index","0","Units",,,137.485471605312,,
"ITA","Italy","HPI_RPI","Price to rent ratio","2008-Q3","Q3-2008","IDX","Index","0","Units",,,135.625301946288,,
"ITA","Italy","HPI_RPI","Price to rent ratio","2008-Q4","Q4-2008","IDX","Index","0","Units",,,132.813132035088,,
"ITA","Italy","HPI_RPI","Price to rent ratio","2009","2009","IDX","Index","0","Units",,,127.037039217117,,
"ITA","Italy","HPI_RPI","Price to rent ratio","2009-Q1","Q1-2009","IDX","Index","0","Units",,,130.097426503928,,
"ITA","Italy","HPI_RPI","Price to rent ratio","2009-Q2","Q2-2009","IDX","Index","0","Units",,,127.671158270323,,
"ITA","Italy","HPI_RPI","Price to rent ratio","2009-Q3","Q3-2009","IDX","Index","0","Units",,,125.726852576371,,
"ITA","Italy","HPI_RPI","Price to rent ratio","2009-Q4","Q4-2009","IDX","Index","0","Units",,,124.652719517847,,
"ITA","Italy","HPI_RPI","Price to rent ratio","2010","2010","IDX","Index","0","Units",,,124.020019300291,,
"ITA","Italy","HPI_RPI","Price to rent ratio","2010-Q1","Q1-2010","IDX","Index","0","Units",,,123.660420501596,,
"ITA","Italy","HPI_RPI","Price to rent ratio","2010-Q2","Q2-2010","IDX","Index","0","Units",,,123.884719535439,,
"ITA","Italy","HPI_RPI","Price to rent ratio","2010-Q3","Q3-2010","IDX","Index","0","Units",,,124.296027316215,,
"ITA","Italy","HPI_RPI","Price to rent ratio","2010-Q4","Q4-2010","IDX","Index","0","Units",,,124.238909847916,,
"ITA","Italy","HPI_RPI","Price to rent ratio","2011","2011","IDX","Index","0","Units",,,123.707149348518,,
"ITA","Italy","HPI_RPI","Price to rent ratio","2011-Q1","Q1-2011","IDX","Index","0","Units",,,123.476337266991,,
"ITA","Italy","HPI_RPI","Price to rent ratio","2011-Q2","Q2-2011","IDX","Index","0","Units",,,124.692597598243,,
"ITA","Italy","HPI_RPI","Price to rent ratio","2011-Q3","Q3-2011","IDX","Index","0","Units",,,124.001914572899,,
"ITA","Italy","HPI_RPI","Price to rent ratio","2011-Q4","Q4-2011","IDX","Index","0","Units",,,122.657747955938,,
"ITA","Italy","HPI_RPI","Price to rent ratio","2012","2012","IDX","Index","0","Units",,,117.994613544238,,
"ITA","Italy","HPI_RPI","Price to rent ratio","2012-Q1","Q1-2012","IDX","Index","0","Units",,,121.763394625753,,
"ITA","Italy","HPI_RPI","Price to rent ratio","2012-Q2","Q2-2012","IDX","Index","0","Units",,,119.421811678653,,
"ITA","Italy","HPI_RPI","Price to rent ratio","2012-Q3","Q3-2012","IDX","Index","0","Units",,,116.650310491106,,
"ITA","Italy","HPI_RPI","Price to rent ratio","2012-Q4","Q4-2012","IDX","Index","0","Units",,,114.142937381438,,
"ITA","Italy","HPI_RPI","Price to rent ratio","2013","2013","IDX","Index","0","Units",,,108.912039768871,,
"ITA","Italy","HPI_RPI","Price to rent ratio","2013-Q1","Q1-2013","IDX","Index","0","Units",,,111.155271328154,,
"ITA","Italy","HPI_RPI","Price to rent ratio","2013-Q2","Q2-2013","IDX","Index","0","Units",,,109.72670139242,,
"ITA","Italy","HPI_RPI","Price to rent ratio","2013-Q3","Q3-2013","IDX","Index","0","Units",,,107.721410688535,,
"ITA","Italy","HPI_RPI","Price to rent ratio","2013-Q4","Q4-2013","IDX","Index","0","Units",,,107.044775666376,,
"ITA","Italy","HPI_RPI","Price to rent ratio","2014","2014","IDX","Index","0","Units",,,104.090792799395,,
"ITA","Italy","HPI_RPI","Price to rent ratio","2014-Q1","Q1-2014","IDX","Index","0","Units",,,106.352588383954,,
"ITA","Italy","HPI_RPI","Price to rent ratio","2014-Q2","Q2-2014","IDX","Index","0","Units",,,104.692117495391,,
"ITA","Italy","HPI_RPI","Price to rent ratio","2014-Q3","Q3-2014","IDX","Index","0","Units",,,103.33527647704,,
"ITA","Italy","HPI_RPI","Price to rent ratio","2014-Q4","Q4-2014","IDX","Index","0","Units",,,101.983188841197,,
"ITA","Italy","HPI_RPI","Price to rent ratio","2015","2015","IDX","Index","0","Units",,,100,,
"ITA","Italy","HPI_RPI","Price to rent ratio","2015-Q1","Q1-2015","IDX","Index","0","Units",,,100.222884051217,,
"ITA","Italy","HPI_RPI","Price to rent ratio","2015-Q2","Q2-2015","IDX","Index","0","Units",,,99.6264969817292,,
"ITA","Italy","HPI_RPI","Price to rent ratio","2015-Q3","Q3-2015","IDX","Index","0","Units",,,100.416695084479,,
"ITA","Italy","HPI_RPI","Price to rent ratio","2015-Q4","Q4-2015","IDX","Index","0","Units",,,99.7339238825751,,
"ITA","Italy","HPI_RPI","Price to rent ratio","2016","2016","IDX","Index","0","Units",,,99.949742470267,,
"ITA","Italy","HPI_RPI","Price to rent ratio","2016-Q1","Q1-2016","IDX","Index","0","Units",,,100.048894252648,,
"ITA","Italy","HPI_RPI","Price to rent ratio","2016-Q2","Q2-2016","IDX","Index","0","Units",,,99.9153220682586,,
"ITA","Italy","HPI_RPI","Price to rent ratio","2016-Q3","Q3-2016","IDX","Index","0","Units",,,100.074942053021,,
"ITA","Italy","HPI_RPI","Price to rent ratio","2016-Q4","Q4-2016","IDX","Index","0","Units",,,99.7598115071404,,
"ITA","Italy","HPI_RPI","Price to rent ratio","2017","2017","IDX","Index","0","Units",,,98.681560963899,,
"ITA","Italy","HPI_RPI","Price to rent ratio","2017-Q1","Q1-2017","IDX","Index","0","Units",,,99.2441585292543,,
"ITA","Italy","HPI_RPI","Price to rent ratio","2017-Q2","Q2-2017","IDX","Index","0","Units",,,98.766240443092,,
"ITA","Italy","HPI_RPI","Price to rent ratio","2017-Q3","Q3-2017","IDX","Index","0","Units",,,98.424554803522,,
"ITA","Italy","HPI_RPI","Price to rent ratio","2017-Q4","Q4-2017","IDX","Index","0","Units",,,98.2912900797279,,
"ITA","Italy","HPI_RPI","Price to rent ratio","2018","2018","IDX","Index","0","Units",,,97.7615783801886,,
"ITA","Italy","HPI_RPI","Price to rent ratio","2018-Q1","Q1-2018","IDX","Index","0","Units",,,98.4142053921875,,
"ITA","Italy","HPI_RPI","Price to rent ratio","2018-Q2","Q2-2018","IDX","Index","0","Units",,,97.9152545069563,,
"ITA","Italy","HPI_RPI","Price to rent ratio","2018-Q3","Q3-2018","IDX","Index","0","Units",,,97.2819778443416,,
"ITA","Italy","HPI_RPI","Price to rent ratio","2018-Q4","Q4-2018","IDX","Index","0","Units",,,97.4348757772691,,
"ITA","Italy","HPI_RPI","Price to rent ratio","2019","2019","IDX","Index","0","Units",,,97.3964753018151,,
"ITA","Italy","HPI_RPI","Price to rent ratio","2019-Q1","Q1-2019","IDX","Index","0","Units",,,97.2082970349115,,
"ITA","Italy","HPI_RPI","Price to rent ratio","2019-Q2","Q2-2019","IDX","Index","0","Units",,,97.5372530726624,,
"ITA","Italy","HPI_RPI","Price to rent ratio","2019-Q3","Q3-2019","IDX","Index","0","Units",,,97.4349782818325,,
"ITA","Italy","HPI_RPI","Price to rent ratio","2019-Q4","Q4-2019","IDX","Index","0","Units",,,97.4053728178539,,
"ITA","Italy","HPI_RPI","Price to rent ratio","2020-Q1","Q1-2020","IDX","Index","0","Units",,,98.5895319053197,,
"ITA","Italy","HPI_RPI","Price to rent ratio","2020-Q2","Q2-2020","IDX","Index","0","Units",,,100.469647372065,,
"SVN","Slovenia","HPI_RPI","Price to rent ratio","2007","2007","IDX","Index","0","Units",,,122.83942197453,,
"SVN","Slovenia","HPI_RPI","Price to rent ratio","2007-Q1","Q1-2007","IDX","Index","0","Units",,,120.289627439115,,
"SVN","Slovenia","HPI_RPI","Price to rent ratio","2007-Q2","Q2-2007","IDX","Index","0","Units",,,120.937800945369,,
"SVN","Slovenia","HPI_RPI","Price to rent ratio","2007-Q3","Q3-2007","IDX","Index","0","Units",,,123.398963539619,,
"SVN","Slovenia","HPI_RPI","Price to rent ratio","2007-Q4","Q4-2007","IDX","Index","0","Units",,,126.731295974015,,
"SVN","Slovenia","HPI_RPI","Price to rent ratio","2008","2008","IDX","Index","0","Units",,,124.546373717424,,
"SVN","Slovenia","HPI_RPI","Price to rent ratio","2008-Q1","Q1-2008","IDX","Index","0","Units",,,126.418149330797,,
"SVN","Slovenia","HPI_RPI","Price to rent ratio","2008-Q2","Q2-2008","IDX","Index","0","Units",,,124.111966715421,,
"SVN","Slovenia","HPI_RPI","Price to rent ratio","2008-Q3","Q3-2008","IDX","Index","0","Units",,,126.317087308347,,
"SVN","Slovenia","HPI_RPI","Price to rent ratio","2008-Q4","Q4-2008","IDX","Index","0","Units",,,121.338291515131,,
"SVN","Slovenia","HPI_RPI","Price to rent ratio","2009","2009","IDX","Index","0","Units",,,113.280660975445,,
"SVN","Slovenia","HPI_RPI","Price to rent ratio","2009-Q1","Q1-2009","IDX","Index","0","Units",,,115.235010466417,,
"SVN","Slovenia","HPI_RPI","Price to rent ratio","2009-Q2","Q2-2009","IDX","Index","0","Units",,,112.748430235455,,
"SVN","Slovenia","HPI_RPI","Price to rent ratio","2009-Q3","Q3-2009","IDX","Index","0","Units",,,111.434321957395,,
"SVN","Slovenia","HPI_RPI","Price to rent ratio","2009-Q4","Q4-2009","IDX","Index","0","Units",,,113.704881242512,,
"SVN","Slovenia","HPI_RPI","Price to rent ratio","2010","2010","IDX","Index","0","Units",,,115.034205059701,,
"SVN","Slovenia","HPI_RPI","Price to rent ratio","2010-Q1","Q1-2010","IDX","Index","0","Units",,,115.22222783466,,
"SVN","Slovenia","HPI_RPI","Price to rent ratio","2010-Q2","Q2-2010","IDX","Index","0","Units",,,115.020685636698,,
"SVN","Slovenia","HPI_RPI","Price to rent ratio","2010-Q3","Q3-2010","IDX","Index","0","Units",,,114.961927635617,,
"SVN","Slovenia","HPI_RPI","Price to rent ratio","2010-Q4","Q4-2010","IDX","Index","0","Units",,,114.931979131827,,
"SVN","Slovenia","HPI_RPI","Price to rent ratio","2011","2011","IDX","Index","0","Units",,,118.605620445638,,
"SVN","Slovenia","HPI_RPI","Price to rent ratio","2011-Q1","Q1-2011","IDX","Index","0","Units",,,120.367836250733,,
"SVN","Slovenia","HPI_RPI","Price to rent ratio","2011-Q2","Q2-2011","IDX","Index","0","Units",,,118.765572319165,,
"SVN","Slovenia","HPI_RPI","Price to rent ratio","2011-Q3","Q3-2011","IDX","Index","0","Units",,,117.762486696954,,
"SVN","Slovenia","HPI_RPI","Price to rent ratio","2011-Q4","Q4-2011","IDX","Index","0","Units",,,117.526586515699,,
"SVN","Slovenia","HPI_RPI","Price to rent ratio","2012","2012","IDX","Index","0","Units",,,112.258595769898,,
"SVN","Slovenia","HPI_RPI","Price to rent ratio","2012-Q1","Q1-2012","IDX","Index","0","Units",,,112.971603143739,,
"SVN","Slovenia","HPI_RPI","Price to rent ratio","2012-Q2","Q2-2012","IDX","Index","0","Units",,,113.480966553208,,
"SVN","Slovenia","HPI_RPI","Price to rent ratio","2012-Q3","Q3-2012","IDX","Index","0","Units",,,113.08694194385,,
"SVN","Slovenia","HPI_RPI","Price to rent ratio","2012-Q4","Q4-2012","IDX","Index","0","Units",,,109.494871438794,,
"SVN","Slovenia","HPI_RPI","Price to rent ratio","2013","2013","IDX","Index","0","Units",,,107.509385096525,,
"SVN","Slovenia","HPI_RPI","Price to rent ratio","2013-Q1","Q1-2013","IDX","Index","0","Units",,,109.416982193511,,
"SVN","Slovenia","HPI_RPI","Price to rent ratio","2013-Q2","Q2-2013","IDX","Index","0","Units",,,109.409612565338,,
"SVN","Slovenia","HPI_RPI","Price to rent ratio","2013-Q3","Q3-2013","IDX","Index","0","Units",,,105.231643948852,,
"SVN","Slovenia","HPI_RPI","Price to rent ratio","2013-Q4","Q4-2013","IDX","Index","0","Units",,,105.979301678397,,
"SVN","Slovenia","HPI_RPI","Price to rent ratio","2014","2014","IDX","Index","0","Units",,,101.167889715346,,
"SVN","Slovenia","HPI_RPI","Price to rent ratio","2014-Q1","Q1-2014","IDX","Index","0","Units",,,103.968770382375,,
"SVN","Slovenia","HPI_RPI","Price to rent ratio","2014-Q2","Q2-2014","IDX","Index","0","Units",,,99.4526620401384,,
"SVN","Slovenia","HPI_RPI","Price to rent ratio","2014-Q3","Q3-2014","IDX","Index","0","Units",,,100.343323084489,,
"SVN","Slovenia","HPI_RPI","Price to rent ratio","2014-Q4","Q4-2014","IDX","Index","0","Units",,,100.90680335438,,
"SVN","Slovenia","HPI_RPI","Price to rent ratio","2015","2015","IDX","Index","0","Units",,,100,,
"SVN","Slovenia","HPI_RPI","Price to rent ratio","2015-Q1","Q1-2015","IDX","Index","0","Units",,,100.634544585786,,
"SVN","Slovenia","HPI_RPI","Price to rent ratio","2015-Q2","Q2-2015","IDX","Index","0","Units",,,101.994412312023,,
"SVN","Slovenia","HPI_RPI","Price to rent ratio","2015-Q3","Q3-2015","IDX","Index","0","Units",,,99.372124588532,,
"SVN","Slovenia","HPI_RPI","Price to rent ratio","2015-Q4","Q4-2015","IDX","Index","0","Units",,,97.9989185136591,,
"SVN","Slovenia","HPI_RPI","Price to rent ratio","2016","2016","IDX","Index","0","Units",,,101.587484238453,,
"SVN","Slovenia","HPI_RPI","Price to rent ratio","2016-Q1","Q1-2016","IDX","Index","0","Units",,,99.9575256679271,,
"SVN","Slovenia","HPI_RPI","Price to rent ratio","2016-Q2","Q2-2016","IDX","Index","0","Units",,,100.768739022657,,
"SVN","Slovenia","HPI_RPI","Price to rent ratio","2016-Q3","Q3-2016","IDX","Index","0","Units",,,102.417785832757,,
"SVN","Slovenia","HPI_RPI","Price to rent ratio","2016-Q4","Q4-2016","IDX","Index","0","Units",,,103.20588643047,,
"SVN","Slovenia","HPI_RPI","Price to rent ratio","2017","2017","IDX","Index","0","Units",,,104.481980905101,,
"SVN","Slovenia","HPI_RPI","Price to rent ratio","2017-Q1","Q1-2017","IDX","Index","0","Units",,,102.981483716838,,
"SVN","Slovenia","HPI_RPI","Price to rent ratio","2017-Q2","Q2-2017","IDX","Index","0","Units",,,104.776108789429,,
"SVN","Slovenia","HPI_RPI","Price to rent ratio","2017-Q3","Q3-2017","IDX","Index","0","Units",,,104.742857224513,,
"SVN","Slovenia","HPI_RPI","Price to rent ratio","2017-Q4","Q4-2017","IDX","Index","0","Units",,,105.427473889624,,
"SVN","Slovenia","HPI_RPI","Price to rent ratio","2018","2018","IDX","Index","0","Units",,,106.949867855725,,
"SVN","Slovenia","HPI_RPI","Price to rent ratio","2018-Q1","Q1-2018","IDX","Index","0","Units",,,106.680541024796,,
"SVN","Slovenia","HPI_RPI","Price to rent ratio","2018-Q2","Q2-2018","IDX","Index","0","Units",,,105.743786895401,,
"SVN","Slovenia","HPI_RPI","Price to rent ratio","2018-Q3","Q3-2018","IDX","Index","0","Units",,,107.634546716689,,
"SVN","Slovenia","HPI_RPI","Price to rent ratio","2018-Q4","Q4-2018","IDX","Index","0","Units",,,107.740596786014,,
"SVN","Slovenia","HPI_RPI","Price to rent ratio","2019","2019","IDX","Index","0","Units",,,109.49256553373,,
"SVN","Slovenia","HPI_RPI","Price to rent ratio","2019-Q1","Q1-2019","IDX","Index","0","Units",,,107.711450292803,,
"SVN","Slovenia","HPI_RPI","Price to rent ratio","2019-Q2","Q2-2019","IDX","Index","0","Units",,,108.515513759111,,
"SVN","Slovenia","HPI_RPI","Price to rent ratio","2019-Q3","Q3-2019","IDX","Index","0","Units",,,109.161475790673,,
"SVN","Slovenia","HPI_RPI","Price to rent ratio","2019-Q4","Q4-2019","IDX","Index","0","Units",,,112.581822292331,,
"SVN","Slovenia","HPI_RPI","Price to rent ratio","2020-Q1","Q1-2020","IDX","Index","0","Units",,,111.258063609089,,
"SVN","Slovenia","HPI_RPI","Price to rent ratio","2020-Q2","Q2-2020","IDX","Index","0","Units",,,116.324974783061,,
"PRT","Portugal","HPI_YDH","Price to income ratio","2005","2005","IDX","Index","0","Units",,,124.939342749591,,
"PRT","Portugal","HPI_YDH","Price to income ratio","2005-Q1","Q1-2005","IDX","Index","0","Units",,,124.273129639993,,
"PRT","Portugal","HPI_YDH","Price to income ratio","2005-Q2","Q2-2005","IDX","Index","0","Units",,,125.819712155349,,
"PRT","Portugal","HPI_YDH","Price to income ratio","2005-Q3","Q3-2005","IDX","Index","0","Units",,,124.755734450326,,
"PRT","Portugal","HPI_YDH","Price to income ratio","2005-Q4","Q4-2005","IDX","Index","0","Units",,,124.908794752695,,
"PRT","Portugal","HPI_YDH","Price to income ratio","2006","2006","IDX","Index","0","Units",,,123.996437552937,,
"PRT","Portugal","HPI_YDH","Price to income ratio","2006-Q1","Q1-2006","IDX","Index","0","Units",,,124.842292261705,,
"PRT","Portugal","HPI_YDH","Price to income ratio","2006-Q2","Q2-2006","IDX","Index","0","Units",,,124.551532913236,,
"PRT","Portugal","HPI_YDH","Price to income ratio","2006-Q3","Q3-2006","IDX","Index","0","Units",,,123.730968150585,,
"PRT","Portugal","HPI_YDH","Price to income ratio","2006-Q4","Q4-2006","IDX","Index","0","Units",,,122.860956886221,,
"PRT","Portugal","HPI_YDH","Price to income ratio","2007","2007","IDX","Index","0","Units",,,119.138712490338,,
"PRT","Portugal","HPI_YDH","Price to income ratio","2007-Q1","Q1-2007","IDX","Index","0","Units",,,121.728874662175,,
"PRT","Portugal","HPI_YDH","Price to income ratio","2007-Q2","Q2-2007","IDX","Index","0","Units",,,119.271743010453,,
"PRT","Portugal","HPI_YDH","Price to income ratio","2007-Q3","Q3-2007","IDX","Index","0","Units",,,119.63456459698,,
"PRT","Portugal","HPI_YDH","Price to income ratio","2007-Q4","Q4-2007","IDX","Index","0","Units",,,115.919667691743,,
"PRT","Portugal","HPI_YDH","Price to income ratio","2008","2008","IDX","Index","0","Units",,,107.608002698443,,
"PRT","Portugal","HPI_YDH","Price to income ratio","2008-Q1","Q1-2008","IDX","Index","0","Units",,,111.538435661554,,
"PRT","Portugal","HPI_YDH","Price to income ratio","2008-Q2","Q2-2008","IDX","Index","0","Units",,,108.180467368964,,
"PRT","Portugal","HPI_YDH","Price to income ratio","2008-Q3","Q3-2008","IDX","Index","0","Units",,,104.530971015099,,
"PRT","Portugal","HPI_YDH","Price to income ratio","2008-Q4","Q4-2008","IDX","Index","0","Units",,,106.182136748156,,
"PRT","Portugal","HPI_YDH","Price to income ratio","2009","2009","IDX","Index","0","Units",,,107.283788691652,,
"PRT","Portugal","HPI_YDH","Price to income ratio","2009-Q1","Q1-2009","IDX","Index","0","Units",,,106.597924399953,,
"PRT","Portugal","HPI_YDH","Price to income ratio","2009-Q2","Q2-2009","IDX","Index","0","Units",,,107.796387480505,,
"PRT","Portugal","HPI_YDH","Price to income ratio","2009-Q3","Q3-2009","IDX","Index","0","Units",,,107.539705516617,,
"PRT","Portugal","HPI_YDH","Price to income ratio","2009-Q4","Q4-2009","IDX","Index","0","Units",,,107.201137369532,,
"PRT","Portugal","HPI_YDH","Price to income ratio","2010","2010","IDX","Index","0","Units",,,106.621881802464,,
"PRT","Portugal","HPI_YDH","Price to income ratio","2010-Q1","Q1-2010","IDX","Index","0","Units",,,107.027918518259,,
"PRT","Portugal","HPI_YDH","Price to income ratio","2010-Q2","Q2-2010","IDX","Index","0","Units",,,106.632070218454,,
"PRT","Portugal","HPI_YDH","Price to income ratio","2010-Q3","Q3-2010","IDX","Index","0","Units",,,106.645228357526,,
"PRT","Portugal","HPI_YDH","Price to income ratio","2010-Q4","Q4-2010","IDX","Index","0","Units",,,106.182310115617,,
"PRT","Portugal","HPI_YDH","Price to income ratio","2011","2011","IDX","Index","0","Units",,,103.62148987354,,
"PRT","Portugal","HPI_YDH","Price to income ratio","2011-Q1","Q1-2011","IDX","Index","0","Units",,,106.700747502556,,
"PRT","Portugal","HPI_YDH","Price to income ratio","2011-Q2","Q2-2011","IDX","Index","0","Units",,,104.291380901859,,
"PRT","Portugal","HPI_YDH","Price to income ratio","2011-Q3","Q3-2011","IDX","Index","0","Units",,,103.318323504466,,
"PRT","Portugal","HPI_YDH","Price to income ratio","2011-Q4","Q4-2011","IDX","Index","0","Units",,,100.17550758528,,
"PRT","Portugal","HPI_YDH","Price to income ratio","2012","2012","IDX","Index","0","Units",,,98.3052885422053,,
"PRT","Portugal","HPI_YDH","Price to income ratio","2012-Q1","Q1-2012","IDX","Index","0","Units",,,100.068791577231,,
"PRT","Portugal","HPI_YDH","Price to income ratio","2012-Q2","Q2-2012","IDX","Index","0","Units",,,98.2586749031977,,
"PRT","Portugal","HPI_YDH","Price to income ratio","2012-Q3","Q3-2012","IDX","Index","0","Units",,,97.3818002739716,,
"PRT","Portugal","HPI_YDH","Price to income ratio","2012-Q4","Q4-2012","IDX","Index","0","Units",,,97.5118874144211,,
"PRT","Portugal","HPI_YDH","Price to income ratio","2013","2013","IDX","Index","0","Units",,,96.7638600001588,,
"PRT","Portugal","HPI_YDH","Price to income ratio","2013-Q1","Q1-2013","IDX","Index","0","Units",,,94.7176465826045,,
"PRT","Portugal","HPI_YDH","Price to income ratio","2013-Q2","Q2-2013","IDX","Index","0","Units",,,95.5230672887992,,
"PRT","Portugal","HPI_YDH","Price to income ratio","2013-Q3","Q3-2013","IDX","Index","0","Units",,,96.8758144634685,,
"PRT","Portugal","HPI_YDH","Price to income ratio","2013-Q4","Q4-2013","IDX","Index","0","Units",,,99.9389116657631,,
"PRT","Portugal","HPI_YDH","Price to income ratio","2014","2014","IDX","Index","0","Units",,,100.862799780854,,
"PRT","Portugal","HPI_YDH","Price to income ratio","2014-Q1","Q1-2014","IDX","Index","0","Units",,,101.676630586559,,
"PRT","Portugal","HPI_YDH","Price to income ratio","2014-Q2","Q2-2014","IDX","Index","0","Units",,,102.139857639014,,
"PRT","Portugal","HPI_YDH","Price to income ratio","2014-Q3","Q3-2014","IDX","Index","0","Units",,,99.513326458382,,
"PRT","Portugal","HPI_YDH","Price to income ratio","2014-Q4","Q4-2014","IDX","Index","0","Units",,,100.12138443946,,
"PRT","Portugal","HPI_YDH","Price to income ratio","2015","2015","IDX","Index","0","Units",,,100,,
"PRT","Portugal","HPI_YDH","Price to income ratio","2015-Q1","Q1-2015","IDX","Index","0","Units",,,98.4287305086429,,
"PRT","Portugal","HPI_YDH","Price to income ratio","2015-Q2","Q2-2015","IDX","Index","0","Units",,,100.359822878778,,
"PRT","Portugal","HPI_YDH","Price to income ratio","2015-Q3","Q3-2015","IDX","Index","0","Units",,,100.233797210805,,
"PRT","Portugal","HPI_YDH","Price to income ratio","2015-Q4","Q4-2015","IDX","Index","0","Units",,,100.977649401773,,
"PRT","Portugal","HPI_YDH","Price to income ratio","2016","2016","IDX","Index","0","Units",,,103.080603569692,,
"PRT","Portugal","HPI_YDH","Price to income ratio","2016-Q1","Q1-2016","IDX","Index","0","Units",,,101.18415414639,,
"PRT","Portugal","HPI_YDH","Price to income ratio","2016-Q2","Q2-2016","IDX","Index","0","Units",,,102.75302813884,,
"PRT","Portugal","HPI_YDH","Price to income ratio","2016-Q3","Q3-2016","IDX","Index","0","Units",,,103.658351676595,,
"PRT","Portugal","HPI_YDH","Price to income ratio","2016-Q4","Q4-2016","IDX","Index","0","Units",,,104.726880316944,,
"PRT","Portugal","HPI_YDH","Price to income ratio","2017","2017","IDX","Index","0","Units",,,109.36879227836,,
"PRT","Portugal","HPI_YDH","Price to income ratio","2017-Q1","Q1-2017","IDX","Index","0","Units",,,105.651368062453,,
"PRT","Portugal","HPI_YDH","Price to income ratio","2017-Q2","Q2-2017","IDX","Index","0","Units",,,107.872743326415,,
"PRT","Portugal","HPI_YDH","Price to income ratio","2017-Q3","Q3-2017","IDX","Index","0","Units",,,111.688479208407,,
"PRT","Portugal","HPI_YDH","Price to income ratio","2017-Q4","Q4-2017","IDX","Index","0","Units",,,112.262578516163,,
"PRT","Portugal","HPI_YDH","Price to income ratio","2018","2018","IDX","Index","0","Units",,,115.931168177826,,
"PRT","Portugal","HPI_YDH","Price to income ratio","2018-Q1","Q1-2018","IDX","Index","0","Units",,,114.761977132878,,
"PRT","Portugal","HPI_YDH","Price to income ratio","2018-Q2","Q2-2018","IDX","Index","0","Units",,,115.162434998351,,
"PRT","Portugal","HPI_YDH","Price to income ratio","2018-Q3","Q3-2018","IDX","Index","0","Units",,,115.907591975439,,
