"COU","Country","IND","Indicator","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"ITA","Italy","HPI","Nominal house price indices, s.a.","2005","2005","IDX","Index","0","Units",,,108.225783495829,,
"ITA","Italy","HPI","Nominal house price indices, s.a.","2005-Q1","Q1-2005","IDX","Index","0","Units",,,105.65575867032,,
"ITA","Italy","HPI","Nominal house price indices, s.a.","2005-Q2","Q2-2005","IDX","Index","0","Units",,,107.343303233285,,
"ITA","Italy","HPI","Nominal house price indices, s.a.","2005-Q3","Q3-2005","IDX","Index","0","Units",,,108.97361907687,,
"ITA","Italy","HPI","Nominal house price indices, s.a.","2005-Q4","Q4-2005","IDX","Index","0","Units",,,110.93045300284,,
"ITA","Italy","HPI","Nominal house price indices, s.a.","2006","2006","IDX","Index","0","Units",,,115.191197105237,,
"ITA","Italy","HPI","Nominal house price indices, s.a.","2006-Q1","Q1-2006","IDX","Index","0","Units",,,112.839693373986,,
"ITA","Italy","HPI","Nominal house price indices, s.a.","2006-Q2","Q2-2006","IDX","Index","0","Units",,,114.419730288604,,
"ITA","Italy","HPI","Nominal house price indices, s.a.","2006-Q3","Q3-2006","IDX","Index","0","Units",,,115.943920552164,,
"ITA","Italy","HPI","Nominal house price indices, s.a.","2006-Q4","Q4-2006","IDX","Index","0","Units",,,117.561444206194,,
"ITA","Italy","HPI","Nominal house price indices, s.a.","2007","2007","IDX","Index","0","Units",,,121.130252286662,,
"ITA","Italy","HPI","Nominal house price indices, s.a.","2007-Q1","Q1-2007","IDX","Index","0","Units",,,119.171843767581,,
"ITA","Italy","HPI","Nominal house price indices, s.a.","2007-Q2","Q2-2007","IDX","Index","0","Units",,,120.481647840942,,
"ITA","Italy","HPI","Nominal house price indices, s.a.","2007-Q3","Q3-2007","IDX","Index","0","Units",,,121.781596762545,,
"ITA","Italy","HPI","Nominal house price indices, s.a.","2007-Q4","Q4-2007","IDX","Index","0","Units",,,123.08592077558,,
"ITA","Italy","HPI","Nominal house price indices, s.a.","2008","2008","IDX","Index","0","Units",,,123.17709920595,,
"ITA","Italy","HPI","Nominal house price indices, s.a.","2008-Q1","Q1-2008","IDX","Index","0","Units",,,124.434876386903,,
"ITA","Italy","HPI","Nominal house price indices, s.a.","2008-Q2","Q2-2008","IDX","Index","0","Units",,,123.659835104483,,
"ITA","Italy","HPI","Nominal house price indices, s.a.","2008-Q3","Q3-2008","IDX","Index","0","Units",,,122.991561906904,,
"ITA","Italy","HPI","Nominal house price indices, s.a.","2008-Q4","Q4-2008","IDX","Index","0","Units",,,121.622123425511,,
"ITA","Italy","HPI","Nominal house price indices, s.a.","2009","2009","IDX","Index","0","Units",,,118.646535330184,,
"ITA","Italy","HPI","Nominal house price indices, s.a.","2009-Q1","Q1-2009","IDX","Index","0","Units",,,120.29333249142,,
"ITA","Italy","HPI","Nominal house price indices, s.a.","2009-Q2","Q2-2009","IDX","Index","0","Units",,,118.966013914335,,
"ITA","Italy","HPI","Nominal house price indices, s.a.","2009-Q3","Q3-2009","IDX","Index","0","Units",,,117.876312181171,,
"ITA","Italy","HPI","Nominal house price indices, s.a.","2009-Q4","Q4-2009","IDX","Index","0","Units",,,117.45048273381,,
"ITA","Italy","HPI","Nominal house price indices, s.a.","2010","2010","IDX","Index","0","Units",,,118.1,,
"ITA","Italy","HPI","Nominal house price indices, s.a.","2010-Q1","Q1-2010","IDX","Index","0","Units",,,117.081766192854,,
"ITA","Italy","HPI","Nominal house price indices, s.a.","2010-Q2","Q2-2010","IDX","Index","0","Units",,,117.728157175173,,
"ITA","Italy","HPI","Nominal house price indices, s.a.","2010-Q3","Q3-2010","IDX","Index","0","Units",,,118.62167842094,,
"ITA","Italy","HPI","Nominal house price indices, s.a.","2010-Q4","Q4-2010","IDX","Index","0","Units",,,118.968398211034,,
"ITA","Italy","HPI","Nominal house price indices, s.a.","2011","2011","IDX","Index","0","Units",,,119.7,,
"ITA","Italy","HPI","Nominal house price indices, s.a.","2011-Q1","Q1-2011","IDX","Index","0","Units",,,118.698608985422,,
"ITA","Italy","HPI","Nominal house price indices, s.a.","2011-Q2","Q2-2011","IDX","Index","0","Units",,,120.480617890483,,
"ITA","Italy","HPI","Nominal house price indices, s.a.","2011-Q3","Q3-2011","IDX","Index","0","Units",,,120.072925982075,,
"ITA","Italy","HPI","Nominal house price indices, s.a.","2011-Q4","Q4-2011","IDX","Index","0","Units",,,119.547847142021,,
"ITA","Italy","HPI","Nominal house price indices, s.a.","2012","2012","IDX","Index","0","Units",,,116.65,,
"ITA","Italy","HPI","Nominal house price indices, s.a.","2012-Q1","Q1-2012","IDX","Index","0","Units",,,119.495852518693,,
"ITA","Italy","HPI","Nominal house price indices, s.a.","2012-Q2","Q2-2012","IDX","Index","0","Units",,,117.844870947411,,
"ITA","Italy","HPI","Nominal house price indices, s.a.","2012-Q3","Q3-2012","IDX","Index","0","Units",,,115.62634213072,,
"ITA","Italy","HPI","Nominal house price indices, s.a.","2012-Q4","Q4-2012","IDX","Index","0","Units",,,113.632934403177,,
"ITA","Italy","HPI","Nominal house price indices, s.a.","2013","2013","IDX","Index","0","Units",,,109.1,,
"ITA","Italy","HPI","Nominal house price indices, s.a.","2013-Q1","Q1-2013","IDX","Index","0","Units",,,110.99874918656,,
"ITA","Italy","HPI","Nominal house price indices, s.a.","2013-Q2","Q2-2013","IDX","Index","0","Units",,,109.979305556982,,
"ITA","Italy","HPI","Nominal house price indices, s.a.","2013-Q3","Q3-2013","IDX","Index","0","Units",,,108.311791021233,,
"ITA","Italy","HPI","Nominal house price indices, s.a.","2013-Q4","Q4-2013","IDX","Index","0","Units",,,107.110154235225,,
"ITA","Italy","HPI","Nominal house price indices, s.a.","2014","2014","IDX","Index","0","Units",,,103.95,,
"ITA","Italy","HPI","Nominal house price indices, s.a.","2014-Q1","Q1-2014","IDX","Index","0","Units",,,106.216055661215,,
"ITA","Italy","HPI","Nominal house price indices, s.a.","2014-Q2","Q2-2014","IDX","Index","0","Units",,,104.477071576077,,
"ITA","Italy","HPI","Nominal house price indices, s.a.","2014-Q3","Q3-2014","IDX","Index","0","Units",,,103.191310321282,,
"ITA","Italy","HPI","Nominal house price indices, s.a.","2014-Q4","Q4-2014","IDX","Index","0","Units",,,101.915562441426,,
"ITA","Italy","HPI","Nominal house price indices, s.a.","2015","2015","IDX","Index","0","Units",,,100,,
"ITA","Italy","HPI","Nominal house price indices, s.a.","2015-Q1","Q1-2015","IDX","Index","0","Units",,,100.187155584702,,
"ITA","Italy","HPI","Nominal house price indices, s.a.","2015-Q2","Q2-2015","IDX","Index","0","Units",,,99.5847283529653,,
"ITA","Italy","HPI","Nominal house price indices, s.a.","2015-Q3","Q3-2015","IDX","Index","0","Units",,,100.403245664282,,
"ITA","Italy","HPI","Nominal house price indices, s.a.","2015-Q4","Q4-2015","IDX","Index","0","Units",,,99.8248703980509,,
"ITA","Italy","HPI","Nominal house price indices, s.a.","2016","2016","IDX","Index","0","Units",,,100.25,,
"ITA","Italy","HPI","Nominal house price indices, s.a.","2016-Q1","Q1-2016","IDX","Index","0","Units",,,100.302927903821,,
"ITA","Italy","HPI","Nominal house price indices, s.a.","2016-Q2","Q2-2016","IDX","Index","0","Units",,,100.215885478035,,
"ITA","Italy","HPI","Nominal house price indices, s.a.","2016-Q3","Q3-2016","IDX","Index","0","Units",,,100.404572712955,,
"ITA","Italy","HPI","Nominal house price indices, s.a.","2016-Q4","Q4-2016","IDX","Index","0","Units",,,100.076613905189,,
"ITA","Italy","HPI","Nominal house price indices, s.a.","2017","2017","IDX","Index","0","Units",,,99.1749999999999,,
"ITA","Italy","HPI","Nominal house price indices, s.a.","2017-Q1","Q1-2017","IDX","Index","0","Units",,,99.5962176096222,,
"ITA","Italy","HPI","Nominal house price indices, s.a.","2017-Q2","Q2-2017","IDX","Index","0","Units",,,99.2339752032336,,
"ITA","Italy","HPI","Nominal house price indices, s.a.","2017-Q3","Q3-2017","IDX","Index","0","Units",,,98.9525488331934,,
"ITA","Italy","HPI","Nominal house price indices, s.a.","2017-Q4","Q4-2017","IDX","Index","0","Units",,,98.9172583539504,,
"ITA","Italy","HPI","Nominal house price indices, s.a.","2018","2018","IDX","Index","0","Units",,,98.6249999999999,,
"ITA","Italy","HPI","Nominal house price indices, s.a.","2018-Q1","Q1-2018","IDX","Index","0","Units",,,99.1237255312176,,
"ITA","Italy","HPI","Nominal house price indices, s.a.","2018-Q2","Q2-2018","IDX","Index","0","Units",,,98.7178207657291,,
"ITA","Italy","HPI","Nominal house price indices, s.a.","2018-Q3","Q3-2018","IDX","Index","0","Units",,,98.1933182082564,,
"ITA","Italy","HPI","Nominal house price indices, s.a.","2018-Q4","Q4-2018","IDX","Index","0","Units",,,98.4651354947964,,
"ITA","Italy","HPI","Nominal house price indices, s.a.","2019","2019","IDX","Index","0","Units",,,98.5249999999937,,
"ITA","Italy","HPI","Nominal house price indices, s.a.","2019-Q1","Q1-2019","IDX","Index","0","Units",,,98.2326349395001,,
"ITA","Italy","HPI","Nominal house price indices, s.a.","2019-Q2","Q2-2019","IDX","Index","0","Units",,,98.5409552349004,,
"ITA","Italy","HPI","Nominal house price indices, s.a.","2019-Q3","Q3-2019","IDX","Index","0","Units",,,98.6385901898155,,
"ITA","Italy","HPI","Nominal house price indices, s.a.","2019-Q4","Q4-2019","IDX","Index","0","Units",,,98.6878196357589,,
"ITA","Italy","HPI","Nominal house price indices, s.a.","2020-Q1","Q1-2020","IDX","Index","0","Units",,,99.954146717369,,
"ITA","Italy","HPI","Nominal house price indices, s.a.","2020-Q2","Q2-2020","IDX","Index","0","Units",,,101.878824443531,,
"GRC","Greece","RPI","Rent prices, s.a.","2005","2005","IDX","Index","0","Units",,,102.331967325102,,
"GRC","Greece","RPI","Rent prices, s.a.","2005-Q1","Q1-2005","IDX","Index","0","Units",,,100.920080595971,,
"GRC","Greece","RPI","Rent prices, s.a.","2005-Q2","Q2-2005","IDX","Index","0","Units",,,101.904640216301,,
"GRC","Greece","RPI","Rent prices, s.a.","2005-Q3","Q3-2005","IDX","Index","0","Units",,,102.750654871801,,
"GRC","Greece","RPI","Rent prices, s.a.","2005-Q4","Q4-2005","IDX","Index","0","Units",,,103.752493616336,,
"GRC","Greece","RPI","Rent prices, s.a.","2006","2006","IDX","Index","0","Units",,,106.79894199008,,
"GRC","Greece","RPI","Rent prices, s.a.","2006-Q1","Q1-2006","IDX","Index","0","Units",,,104.806794446915,,
"GRC","Greece","RPI","Rent prices, s.a.","2006-Q2","Q2-2006","IDX","Index","0","Units",,,106.049407521638,,
"GRC","Greece","RPI","Rent prices, s.a.","2006-Q3","Q3-2006","IDX","Index","0","Units",,,107.499745831928,,
"GRC","Greece","RPI","Rent prices, s.a.","2006-Q4","Q4-2006","IDX","Index","0","Units",,,108.839820159838,,
"GRC","Greece","RPI","Rent prices, s.a.","2007","2007","IDX","Index","0","Units",,,111.657666625675,,
"GRC","Greece","RPI","Rent prices, s.a.","2007-Q1","Q1-2007","IDX","Index","0","Units",,,110.115236773813,,
"GRC","Greece","RPI","Rent prices, s.a.","2007-Q2","Q2-2007","IDX","Index","0","Units",,,111.146429055725,,
"GRC","Greece","RPI","Rent prices, s.a.","2007-Q3","Q3-2007","IDX","Index","0","Units",,,112.13918688466,,
"GRC","Greece","RPI","Rent prices, s.a.","2007-Q4","Q4-2007","IDX","Index","0","Units",,,113.229813788502,,
"GRC","Greece","RPI","Rent prices, s.a.","2008","2008","IDX","Index","0","Units",,,115.997766300168,,
"GRC","Greece","RPI","Rent prices, s.a.","2008-Q1","Q1-2008","IDX","Index","0","Units",,,114.304228710677,,
"GRC","Greece","RPI","Rent prices, s.a.","2008-Q2","Q2-2008","IDX","Index","0","Units",,,115.398662321779,,
"GRC","Greece","RPI","Rent prices, s.a.","2008-Q3","Q3-2008","IDX","Index","0","Units",,,116.580108657806,,
"GRC","Greece","RPI","Rent prices, s.a.","2008-Q4","Q4-2008","IDX","Index","0","Units",,,117.708065510409,,
"GRC","Greece","RPI","Rent prices, s.a.","2009","2009","IDX","Index","0","Units",,,120.196565985258,,
"GRC","Greece","RPI","Rent prices, s.a.","2009-Q1","Q1-2009","IDX","Index","0","Units",,,118.663047284262,,
"GRC","Greece","RPI","Rent prices, s.a.","2009-Q2","Q2-2009","IDX","Index","0","Units",,,119.816633723138,,
"GRC","Greece","RPI","Rent prices, s.a.","2009-Q3","Q3-2009","IDX","Index","0","Units",,,120.773619637143,,
"GRC","Greece","RPI","Rent prices, s.a.","2009-Q4","Q4-2009","IDX","Index","0","Units",,,121.532963296488,,
"GRC","Greece","RPI","Rent prices, s.a.","2010","2010","IDX","Index","0","Units",,,123.135090764868,,
"GRC","Greece","RPI","Rent prices, s.a.","2010-Q1","Q1-2010","IDX","Index","0","Units",,,122.293344285811,,
"GRC","Greece","RPI","Rent prices, s.a.","2010-Q2","Q2-2010","IDX","Index","0","Units",,,123.001740491032,,
"GRC","Greece","RPI","Rent prices, s.a.","2010-Q3","Q3-2010","IDX","Index","0","Units",,,123.495492076487,,
"GRC","Greece","RPI","Rent prices, s.a.","2010-Q4","Q4-2010","IDX","Index","0","Units",,,123.749786206143,,
"GRC","Greece","RPI","Rent prices, s.a.","2011","2011","IDX","Index","0","Units",,,124.163415687744,,
"GRC","Greece","RPI","Rent prices, s.a.","2011-Q1","Q1-2011","IDX","Index","0","Units",,,124.022620651912,,
"GRC","Greece","RPI","Rent prices, s.a.","2011-Q2","Q2-2011","IDX","Index","0","Units",,,124.283201063358,,
"GRC","Greece","RPI","Rent prices, s.a.","2011-Q3","Q3-2011","IDX","Index","0","Units",,,124.27975421116,,
"GRC","Greece","RPI","Rent prices, s.a.","2011-Q4","Q4-2011","IDX","Index","0","Units",,,124.068086824547,,
"GRC","Greece","RPI","Rent prices, s.a.","2012","2012","IDX","Index","0","Units",,,121.580840881437,,
"GRC","Greece","RPI","Rent prices, s.a.","2012-Q1","Q1-2012","IDX","Index","0","Units",,,123.322795525338,,
"GRC","Greece","RPI","Rent prices, s.a.","2012-Q2","Q2-2012","IDX","Index","0","Units",,,122.232835055514,,
"GRC","Greece","RPI","Rent prices, s.a.","2012-Q3","Q3-2012","IDX","Index","0","Units",,,121.069437353744,,
"GRC","Greece","RPI","Rent prices, s.a.","2012-Q4","Q4-2012","IDX","Index","0","Units",,,119.698295591153,,
"GRC","Greece","RPI","Rent prices, s.a.","2013","2013","IDX","Index","0","Units",,,113.3293415003,,
"GRC","Greece","RPI","Rent prices, s.a.","2013-Q1","Q1-2013","IDX","Index","0","Units",,,117.775884144003,,
"GRC","Greece","RPI","Rent prices, s.a.","2013-Q2","Q2-2013","IDX","Index","0","Units",,,114.77404781738,,
"GRC","Greece","RPI","Rent prices, s.a.","2013-Q3","Q3-2013","IDX","Index","0","Units",,,111.7653690994,,
"GRC","Greece","RPI","Rent prices, s.a.","2013-Q4","Q4-2013","IDX","Index","0","Units",,,109.002064940416,,
"GRC","Greece","RPI","Rent prices, s.a.","2014","2014","IDX","Index","0","Units",,,104.637267152205,,
"GRC","Greece","RPI","Rent prices, s.a.","2014-Q1","Q1-2014","IDX","Index","0","Units",,,106.753138966201,,
"GRC","Greece","RPI","Rent prices, s.a.","2014-Q2","Q2-2014","IDX","Index","0","Units",,,105.221446615292,,
"GRC","Greece","RPI","Rent prices, s.a.","2014-Q3","Q3-2014","IDX","Index","0","Units",,,104.358323235061,,
"GRC","Greece","RPI","Rent prices, s.a.","2014-Q4","Q4-2014","IDX","Index","0","Units",,,102.216159792268,,
"GRC","Greece","RPI","Rent prices, s.a.","2015","2015","IDX","Index","0","Units",,,100,,
"GRC","Greece","RPI","Rent prices, s.a.","2015-Q1","Q1-2015","IDX","Index","0","Units",,,101.509600725786,,
"GRC","Greece","RPI","Rent prices, s.a.","2015-Q2","Q2-2015","IDX","Index","0","Units",,,100.746470734146,,
"GRC","Greece","RPI","Rent prices, s.a.","2015-Q3","Q3-2015","IDX","Index","0","Units",,,99.3613102592097,,
"GRC","Greece","RPI","Rent prices, s.a.","2015-Q4","Q4-2015","IDX","Index","0","Units",,,98.3826182808583,,
"GRC","Greece","RPI","Rent prices, s.a.","2016","2016","IDX","Index","0","Units",,,97.3881426958895,,
"GRC","Greece","RPI","Rent prices, s.a.","2016-Q1","Q1-2016","IDX","Index","0","Units",,,97.4941548177457,,
"GRC","Greece","RPI","Rent prices, s.a.","2016-Q2","Q2-2016","IDX","Index","0","Units",,,97.2823127039351,,
"GRC","Greece","RPI","Rent prices, s.a.","2016-Q3","Q3-2016","IDX","Index","0","Units",,,97.3402181724396,,
"GRC","Greece","RPI","Rent prices, s.a.","2016-Q4","Q4-2016","IDX","Index","0","Units",,,97.4358850894375,,
"GRC","Greece","RPI","Rent prices, s.a.","2017","2017","IDX","Index","0","Units",,,95.224175358187,,
"GRC","Greece","RPI","Rent prices, s.a.","2017-Q1","Q1-2017","IDX","Index","0","Units",,,97.1961192777911,,
"GRC","Greece","RPI","Rent prices, s.a.","2017-Q2","Q2-2017","IDX","Index","0","Units",,,96.0284291470697,,
"GRC","Greece","RPI","Rent prices, s.a.","2017-Q3","Q3-2017","IDX","Index","0","Units",,,94.5686518516564,,
"GRC","Greece","RPI","Rent prices, s.a.","2017-Q4","Q4-2017","IDX","Index","0","Units",,,93.1035011562309,,
"GRC","Greece","RPI","Rent prices, s.a.","2018","2018","IDX","Index","0","Units",,,92.1640330876977,,
"GRC","Greece","RPI","Rent prices, s.a.","2018-Q1","Q1-2018","IDX","Index","0","Units",,,92.2312763167586,,
"GRC","Greece","RPI","Rent prices, s.a.","2018-Q2","Q2-2018","IDX","Index","0","Units",,,92.0853368170221,,
"GRC","Greece","RPI","Rent prices, s.a.","2018-Q3","Q3-2018","IDX","Index","0","Units",,,92.1162817766745,,
"GRC","Greece","RPI","Rent prices, s.a.","2018-Q4","Q4-2018","IDX","Index","0","Units",,,92.2232374403356,,
"GRC","Greece","RPI","Rent prices, s.a.","2019","2019","IDX","Index","0","Units",,,92.1640330868545,,
"GRC","Greece","RPI","Rent prices, s.a.","2019-Q1","Q1-2019","IDX","Index","0","Units",,,92.214558183373,,
"GRC","Greece","RPI","Rent prices, s.a.","2019-Q2","Q2-2019","IDX","Index","0","Units",,,92.1075553028954,,
"GRC","Greece","RPI","Rent prices, s.a.","2019-Q3","Q3-2019","IDX","Index","0","Units",,,92.117721401252,,
"GRC","Greece","RPI","Rent prices, s.a.","2019-Q4","Q4-2019","IDX","Index","0","Units",,,92.2162974598976,,
"GRC","Greece","RPI","Rent prices, s.a.","2020-Q1","Q1-2020","IDX","Index","0","Units",,,92.2136822038577,,
"GRC","Greece","RPI","Rent prices, s.a.","2020-Q2","Q2-2020","IDX","Index","0","Units",,,92.1182288500448,,
"GRC","Greece","RPI","Rent prices, s.a.","2020-Q3","Q3-2020","IDX","Index","0","Units",,,92.1148174680727,,
"SVN","Slovenia","HPI","Nominal house price indices, s.a.","2007","2007","IDX","Index","0","Units",,,120.845000008216,,
"SVN","Slovenia","HPI","Nominal house price indices, s.a.","2007-Q1","Q1-2007","IDX","Index","0","Units",,,116.237969434006,,
"SVN","Slovenia","HPI","Nominal house price indices, s.a.","2007-Q2","Q2-2007","IDX","Index","0","Units",,,118.143178325051,,
"SVN","Slovenia","HPI","Nominal house price indices, s.a.","2007-Q3","Q3-2007","IDX","Index","0","Units",,,122.045166531455,,
"SVN","Slovenia","HPI","Nominal house price indices, s.a.","2007-Q4","Q4-2007","IDX","Index","0","Units",,,126.953685742353,,
"SVN","Slovenia","HPI","Nominal house price indices, s.a.","2008","2008","IDX","Index","0","Units",,,129.3075,,
"SVN","Slovenia","HPI","Nominal house price indices, s.a.","2008-Q1","Q1-2008","IDX","Index","0","Units",,,129.839975106524,,
"SVN","Slovenia","HPI","Nominal house price indices, s.a.","2008-Q2","Q2-2008","IDX","Index","0","Units",,,128.985845719142,,
"SVN","Slovenia","HPI","Nominal house price indices, s.a.","2008-Q3","Q3-2008","IDX","Index","0","Units",,,131.567397888141,,
"SVN","Slovenia","HPI","Nominal house price indices, s.a.","2008-Q4","Q4-2008","IDX","Index","0","Units",,,126.836781286194,,
"SVN","Slovenia","HPI","Nominal house price indices, s.a.","2009","2009","IDX","Index","0","Units",,,117.055,,
"SVN","Slovenia","HPI","Nominal house price indices, s.a.","2009-Q1","Q1-2009","IDX","Index","0","Units",,,119.775543534588,,
"SVN","Slovenia","HPI","Nominal house price indices, s.a.","2009-Q2","Q2-2009","IDX","Index","0","Units",,,116.583863138158,,
"SVN","Slovenia","HPI","Nominal house price indices, s.a.","2009-Q3","Q3-2009","IDX","Index","0","Units",,,115.059820398059,,
"SVN","Slovenia","HPI","Nominal house price indices, s.a.","2009-Q4","Q4-2009","IDX","Index","0","Units",,,116.800772929195,,
"SVN","Slovenia","HPI","Nominal house price indices, s.a.","2010","2010","IDX","Index","0","Units",,,117.205,,
"SVN","Slovenia","HPI","Nominal house price indices, s.a.","2010-Q1","Q1-2010","IDX","Index","0","Units",,,117.715795425891,,
"SVN","Slovenia","HPI","Nominal house price indices, s.a.","2010-Q2","Q2-2010","IDX","Index","0","Units",,,117.336588353686,,
"SVN","Slovenia","HPI","Nominal house price indices, s.a.","2010-Q3","Q3-2010","IDX","Index","0","Units",,,116.901518111095,,
"SVN","Slovenia","HPI","Nominal house price indices, s.a.","2010-Q4","Q4-2010","IDX","Index","0","Units",,,116.866098109328,,
"SVN","Slovenia","HPI","Nominal house price indices, s.a.","2011","2011","IDX","Index","0","Units",,,120.385,,
"SVN","Slovenia","HPI","Nominal house price indices, s.a.","2011-Q1","Q1-2011","IDX","Index","0","Units",,,122.424905627675,,
"SVN","Slovenia","HPI","Nominal house price indices, s.a.","2011-Q2","Q2-2011","IDX","Index","0","Units",,,120.756655843616,,
"SVN","Slovenia","HPI","Nominal house price indices, s.a.","2011-Q3","Q3-2011","IDX","Index","0","Units",,,119.563951749621,,
"SVN","Slovenia","HPI","Nominal house price indices, s.a.","2011-Q4","Q4-2011","IDX","Index","0","Units",,,118.794486779088,,
"SVN","Slovenia","HPI","Nominal house price indices, s.a.","2012","2012","IDX","Index","0","Units",,,112.09,,
"SVN","Slovenia","HPI","Nominal house price indices, s.a.","2012-Q1","Q1-2012","IDX","Index","0","Units",,,113.605497840919,,
"SVN","Slovenia","HPI","Nominal house price indices, s.a.","2012-Q2","Q2-2012","IDX","Index","0","Units",,,113.612655375071,,
"SVN","Slovenia","HPI","Nominal house price indices, s.a.","2012-Q3","Q3-2012","IDX","Index","0","Units",,,112.700196310984,,
"SVN","Slovenia","HPI","Nominal house price indices, s.a.","2012-Q4","Q4-2012","IDX","Index","0","Units",,,108.441650473027,,
"SVN","Slovenia","HPI","Nominal house price indices, s.a.","2013","2013","IDX","Index","0","Units",,,106.21,,
"SVN","Slovenia","HPI","Nominal house price indices, s.a.","2013-Q1","Q1-2013","IDX","Index","0","Units",,,108.645459864948,,
"SVN","Slovenia","HPI","Nominal house price indices, s.a.","2013-Q2","Q2-2013","IDX","Index","0","Units",,,108.327355154505,,
"SVN","Slovenia","HPI","Nominal house price indices, s.a.","2013-Q3","Q3-2013","IDX","Index","0","Units",,,104.077618881009,,
"SVN","Slovenia","HPI","Nominal house price indices, s.a.","2013-Q4","Q4-2013","IDX","Index","0","Units",,,103.789566099538,,
"SVN","Slovenia","HPI","Nominal house price indices, s.a.","2014","2014","IDX","Index","0","Units",,,99.2024999999999,,
"SVN","Slovenia","HPI","Nominal house price indices, s.a.","2014-Q1","Q1-2014","IDX","Index","0","Units",,,101.381065284076,,
"SVN","Slovenia","HPI","Nominal house price indices, s.a.","2014-Q2","Q2-2014","IDX","Index","0","Units",,,97.6778668460013,,
"SVN","Slovenia","HPI","Nominal house price indices, s.a.","2014-Q3","Q3-2014","IDX","Index","0","Units",,,98.6028065845457,,
"SVN","Slovenia","HPI","Nominal house price indices, s.a.","2014-Q4","Q4-2014","IDX","Index","0","Units",,,99.1482612853767,,
"SVN","Slovenia","HPI","Nominal house price indices, s.a.","2015","2015","IDX","Index","0","Units",,,100,,
"SVN","Slovenia","HPI","Nominal house price indices, s.a.","2015-Q1","Q1-2015","IDX","Index","0","Units",,,99.9447908468721,,
"SVN","Slovenia","HPI","Nominal house price indices, s.a.","2015-Q2","Q2-2015","IDX","Index","0","Units",,,101.391068741505,,
"SVN","Slovenia","HPI","Nominal house price indices, s.a.","2015-Q3","Q3-2015","IDX","Index","0","Units",,,99.5440802018464,,
"SVN","Slovenia","HPI","Nominal house price indices, s.a.","2015-Q4","Q4-2015","IDX","Index","0","Units",,,99.1200602097766,,
"SVN","Slovenia","HPI","Nominal house price indices, s.a.","2016","2016","IDX","Index","0","Units",,,103.2525,,
"SVN","Slovenia","HPI","Nominal house price indices, s.a.","2016-Q1","Q1-2016","IDX","Index","0","Units",,,100.768005507702,,
"SVN","Slovenia","HPI","Nominal house price indices, s.a.","2016-Q2","Q2-2016","IDX","Index","0","Units",,,102.074191837975,,
"SVN","Slovenia","HPI","Nominal house price indices, s.a.","2016-Q3","Q3-2016","IDX","Index","0","Units",,,104.415630011797,,
"SVN","Slovenia","HPI","Nominal house price indices, s.a.","2016-Q4","Q4-2016","IDX","Index","0","Units",,,105.752172642526,,
"SVN","Slovenia","HPI","Nominal house price indices, s.a.","2017","2017","IDX","Index","0","Units",,,111.785,,
"SVN","Slovenia","HPI","Nominal house price indices, s.a.","2017-Q1","Q1-2017","IDX","Index","0","Units",,,107.562704567641,,
"SVN","Slovenia","HPI","Nominal house price indices, s.a.","2017-Q2","Q2-2017","IDX","Index","0","Units",,,110.803186424119,,
"SVN","Slovenia","HPI","Nominal house price indices, s.a.","2017-Q3","Q3-2017","IDX","Index","0","Units",,,112.717092452629,,
"SVN","Slovenia","HPI","Nominal house price indices, s.a.","2017-Q4","Q4-2017","IDX","Index","0","Units",,,116.057016555611,,
"SVN","Slovenia","HPI","Nominal house price indices, s.a.","2018","2018","IDX","Index","0","Units",,,121.5475,,
"SVN","Slovenia","HPI","Nominal house price indices, s.a.","2018-Q1","Q1-2018","IDX","Index","0","Units",,,118.023617152356,,
"SVN","Slovenia","HPI","Nominal house price indices, s.a.","2018-Q2","Q2-2018","IDX","Index","0","Units",,,119.530401882065,,
"SVN","Slovenia","HPI","Nominal house price indices, s.a.","2018-Q3","Q3-2018","IDX","Index","0","Units",,,123.133206414712,,
"SVN","Slovenia","HPI","Nominal house price indices, s.a.","2018-Q4","Q4-2018","IDX","Index","0","Units",,,125.502774550867,,
"SVN","Slovenia","HPI","Nominal house price indices, s.a.","2019","2019","IDX","Index","0","Units",,,129.689999996186,,
"SVN","Slovenia","HPI","Nominal house price indices, s.a.","2019-Q1","Q1-2019","IDX","Index","0","Units",,,127.002340757547,,
"SVN","Slovenia","HPI","Nominal house price indices, s.a.","2019-Q2","Q2-2019","IDX","Index","0","Units",,,128.589352149168,,
"SVN","Slovenia","HPI","Nominal house price indices, s.a.","2019-Q3","Q3-2019","IDX","Index","0","Units",,,131.70975518992,,
"SVN","Slovenia","HPI","Nominal house price indices, s.a.","2019-Q4","Q4-2019","IDX","Index","0","Units",,,131.45855188811,,
"SVN","Slovenia","HPI","Nominal house price indices, s.a.","2020-Q1","Q1-2020","IDX","Index","0","Units",,,133.063732539237,,
"SVN","Slovenia","HPI","Nominal house price indices, s.a.","2020-Q2","Q2-2020","IDX","Index","0","Units",,,135.388627963585,,
"PRT","Portugal","HPI_RPI","Price to rent ratio","2005","2005","IDX","Index","0","Units",,,138.466982914498,,
"PRT","Portugal","HPI_RPI","Price to rent ratio","2005-Q1","Q1-2005","IDX","Index","0","Units",,,137.041971308284,,
